DATAFLOW,LAST UPDATE,freq,citizen,isced11,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY2,2021,56.4,bd
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY2,2022,57.0,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY2,2023,59.9,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY3,2019,43.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY3,2020,42.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY3,2021,41.4,bd
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY3,2022,42.4,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY3,2023,43.8,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY4,2019,46.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY4,2020,48.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY4,2021,48.6,bd
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY4,2022,48.8,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY4,2023,50.0,d
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY5,2019,35.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,FRY5,2020,32.2,u
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR,2019,62.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR,2020,62.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR,2021,63.4,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR,2022,64.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR,2023,65.7,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR0,2019,62.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR0,2020,62.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR0,2021,63.4,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR0,2022,64.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR0,2023,65.7,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR02,2019,55.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR02,2020,54.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR02,2021,58.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR02,2022,57.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR02,2023,58.2,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR03,2019,60.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR03,2020,60.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR03,2021,61.3,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR03,2022,64.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR03,2023,65.7,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR05,2019,69.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR05,2020,71.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR05,2021,70.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR05,2022,71.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR05,2023,72.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR06,2019,66.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR06,2020,66.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR06,2021,66.4,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR06,2022,68.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HR06,2023,68.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU,2019,70.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU,2020,69.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU,2021,73.1,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU,2022,74.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU,2023,74.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU1,2019,73.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU1,2020,73.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU1,2021,77.0,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU1,2022,78.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU1,2023,77.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU11,2019,74.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU11,2020,74.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU11,2021,78.0,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU11,2022,79.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU11,2023,79.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU12,2019,72.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU12,2020,71.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU12,2021,75.7,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU12,2022,76.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU12,2023,76.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU2,2019,70.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU2,2020,70.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU2,2021,73.6,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU2,2022,75.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU2,2023,75.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU21,2019,71.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU21,2020,71.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU21,2021,75.7,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU21,2022,77.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU21,2023,77.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU22,2019,73.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU22,2020,73.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU22,2021,76.4,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU22,2022,76.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU22,2023,77.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU23,2019,65.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU23,2020,64.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU23,2021,67.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU23,2022,69.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU23,2023,69.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU3,2019,67.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU3,2020,66.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU3,2021,69.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU3,2022,70.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU3,2023,71.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU31,2019,66.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU31,2020,65.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU31,2021,67.3,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU31,2022,69.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU31,2023,69.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU32,2019,66.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU32,2020,65.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU32,2021,68.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU32,2022,70.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU32,2023,71.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU33,2019,69.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU33,2020,68.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU33,2021,72.6,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU33,2022,73.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,HU33,2023,72.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE,2019,69.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE,2020,67.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE,2021,69.8,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE,2022,73.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE,2023,74.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE0,2019,69.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE0,2020,67.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE0,2021,69.8,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE0,2022,73.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE0,2023,74.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE04,2019,68.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE04,2020,66.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE04,2021,69.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE04,2022,72.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE04,2023,73.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE05,2019,67.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE05,2020,66.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE05,2021,68.2,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE05,2022,72.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE05,2023,73.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE06,2019,71.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE06,2020,68.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE06,2021,71.0,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE06,2022,74.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IE06,2023,74.9,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS,2019,84.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS,2020,80.3,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS,2021,79.8,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS,2022,83.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS,2023,83.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS0,2019,84.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS0,2020,80.3,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS0,2021,79.8,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS0,2022,83.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS0,2023,83.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS00,2019,84.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS00,2020,80.3,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS00,2021,79.8,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS00,2022,83.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IS00,2023,83.7,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IT,2019,59.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IT,2020,58.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IT,2021,58.2,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IT,2022,60.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,IT,2023,61.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC,2019,67.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC,2020,65.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC,2021,65.9,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC,2022,67.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC,2023,68.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC1,2019,66.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC1,2020,64.6,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC1,2021,65.0,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC1,2022,66.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC1,2023,67.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC2,2019,68.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC2,2020,67.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC2,2021,66.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC2,2022,69.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC2,2023,71.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC3,2019,63.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC3,2020,62.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC3,2021,63.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC3,2022,66.0,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC3,2023,67.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC4,2019,68.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC4,2020,66.8,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC4,2021,66.5,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC4,2022,68.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITC4,2023,69.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF,2019,45.1,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF,2020,44.4,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF,2021,45.2,b
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF,2022,47.2,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF,2023,48.5,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF1,2019,58.3,
ESTAT:LFST_R_LFE2EMPRTN(1.0),24/04/24 23:00:00,A,TOTAL,TOTAL,Y15-64,T,PC,ITF1,2020,57.1,
